family,model,compound,max_attention,max_weighted,max_relative,p95_relative,mean_top5_relative,bigram_count,log_frequency
gpt2,gpt2,skip_link,0.538203239440918,115.98707580566406,0.5030571818351746,0.031990955956280175,0.13116880655288693,662,6.4967749901858625
gpt2,gpt2,status_message,0.4908522367477417,116.66835021972656,0.4863081872463226,0.0187464241869747,0.14195548016577955,20367,9.921720320797188
gpt2,gpt2,tab_panel,0.4605269432067871,107.34442901611328,0.4414863586425781,0.025197032280266266,0.11633357703685761,3519,8.166216268592143
gpt2,gpt2,target_size,0.5820533633232117,147.92138671875,0.6050374507904053,0.03273156676441421,0.172589749097824,21981,9.997979215628845
gpt2,gpt2,text_alternative,0.3826448619365692,89.05432891845703,0.3450416624546051,0.048918669484555664,0.1272593855857849,1852,7.52456122628536
gpt2,gpt2,text_formatting,0.5255544781684875,120.9380340576172,0.4702397882938385,0.039508013240992935,0.18473775796592232,28514,10.258185543590638
gpt2,gpt2,text_spacing,0.5468171238899231,148.6088409423828,0.5799320340156555,0.03449797648936505,0.20072322450578212,615,6.423246963533519
gpt2,gpt2,tool_tip,0.3927507698535919,99.8970718383789,0.4292439222335815,0.027521035540848875,0.13893625326454634,17356,9.761751162220882
gpt2,gpt2,touch_target,0.4727510511875152,109.98299407958984,0.4438918530941009,0.03794993218034499,0.127958321198821,1114,7.016609683894219
gpt2,gpt2,tree_grid,0.3874180018901825,83.03675079345703,0.3424823582172394,0.041123762354254675,0.11509600766003128,865,6.763884908562435
gpt2,gpt2,universal_design,0.535530686378479,122.45469665527344,0.4952720701694488,0.0344967603683471,0.1537575844675302,9030,9.108418382250798
gpt2,gpt2-large,accessibility_tree,0.6249579191207886,80.33267974853516,0.2697779536247253,0.01386010949499903,0.12199140340089795,1307,7.176254532017144
gpt2,gpt2-large,accessible_authentication,0.9405572414398192,88.3039321899414,0.2778343260288238,0.01835817815735925,0.1559892103075981,3,1.3862943611198906
gpt2,gpt2-large,accessible_description,0.6548782587051392,45.14385986328125,0.1134600341320037,0.010374223720282212,0.07443469315767282,716,6.57507584059962
gpt2,gpt2-large,accessible_name,0.7446877360343933,82.53119659423828,0.2646618783473968,0.017034632060676725,0.16456359997391698,1619,7.3901814282264295
gpt2,gpt2-large,alt_text,0.7366846203804016,33.07222366333008,0.1115538626909256,0.006568432832136662,0.050797559320926625,23306,10.056509023618531
gpt2,gpt2-large,audio_description,0.7313981652259827,56.198974609375,0.1837886869907379,0.015432586194947267,0.1079741738736629,4691,8.453614209773367
gpt2,gpt2-large,character_key,0.606164813041687,50.60274887084961,0.1701615303754806,0.009858947247266714,0.10271373055875296,1974,7.5883236773352225
gpt2,gpt2-large,closed_captions,0.523328423500061,48.224754333496094,0.1980999261140823,0.007976226927712542,0.0884187243878841,7942,8.980046316633132
gpt2,gpt2-large,cognitive_disabilities,0.5220319628715515,56.55070114135742,0.197812020778656,0.009795217122882581,0.07580049447715279,10189,9.229162126216771
gpt2,gpt2-large,color_contrast,0.8312317728996277,79.62323760986328,0.2726441323757171,0.014944853773340466,0.15269525721669194,20112,9.909121651153221
gpt2,gpt2-large,combo_box,0.6128021478652954,78.36383819580078,0.2479519098997116,0.010471824184060058,0.10072872601449487,50410,10.827964684213782
gpt2,gpt2-large,consistent_help,0.9346341490745544,83.20435333251953,0.285037100315094,0.023511277232319074,0.11934152171015736,504,6.22455842927536
gpt2,gpt2-large,decorative_image,0.8125128149986267,63.78779983520508,0.185214877128601,0.018381284456699967,0.09869161844253534,749,6.620073206530356
gpt2,gpt2-large,drag_movement,0.61945641040802,53.47043991088867,0.1460719853639602,0.017727274168282736,0.08821728825569149,328,5.796057750765372
gpt2,gpt2-large,error_identification,0.7494106888771057,36.290802001953125,0.1098957359790802,0.008681745547801179,0.05829124748706814,1566,7.356918242356021
gpt2,gpt2-large,focus_appearance,0.4797587096691131,32.46929931640625,0.1076734513044357,0.008216321887448365,0.06540648043155668,102,4.634728988229636
gpt2,gpt2-large,focus_indicator,0.3527691066265106,31.119964599609375,0.0792421698570251,0.009997844044119087,0.052671450376510574,1261,7.140453043101158
gpt2,gpt2-large,focus_management,0.5943649411201477,51.369842529296875,0.1794532984495163,0.009880787972360751,0.08795319199562071,989,6.897704943128636
gpt2,gpt2-large,form_field,0.7053065299987793,58.0360221862793,0.1987657397985458,0.011927328212186615,0.10821673087775704,51864,10.856399467865929
gpt2,gpt2-large,informative_image,0.8728893399238586,56.012638092041016,0.1702411472797393,0.020195662230253167,0.10432870090007776,520,6.255750041753367
gpt2,gpt2-large,input_purpose,0.8269262909889221,58.47600555419922,0.2319159805774688,0.020199131499975872,0.11231535002589219,53,3.9889840465642745
gpt2,gpt2-large,keyboard_interaction,0.4946177303791046,38.16427993774414,0.1272713392972946,0.010388250788673725,0.08122280575335021,1073,6.97914527506881
gpt2,gpt2-large,keyboard_navigation,0.8448276519775391,49.53976821899414,0.1773873567581176,0.01664522038772687,0.10001434534788127,8050,8.993551586299981
gpt2,gpt2-large,landmark_region,0.8993710279464722,61.95258712768555,0.1760630905628204,0.014443691633641679,0.09140804186463353,128,4.859812404361672
gpt2,gpt2-large,live_region,0.7152288556098938,56.92251205444336,0.201637253165245,0.012622358463704556,0.09767014607787128,1112,7.014814351275545
gpt2,gpt2-large,low_vision,0.4870152473449707,50.394168853759766,0.1871597468852996,0.008493902208283487,0.0731181882321834,36811,10.513579157958748
gpt2,gpt2-large,menu_bar,0.5806959867477417,65.37665557861328,0.2123800963163375,0.010185885615646722,0.10614209994673722,106878,11.579452632439278
gpt2,gpt2-large,pointer_cancellation,0.5250405073165894,58.04876327514648,0.2176865041255951,0.015387274883687444,0.10969128087162967,2,1.0986122886681098
gpt2,gpt2-large,radio_group,0.7858958840370178,59.99956130981445,0.1617914736270904,0.013425141479819915,0.07939041480422013,6694,8.809116258125274
gpt2,gpt2-large,reading_order,0.3886227011680603,30.75402069091797,0.1055416166782379,0.00977717894129446,0.05733781121671196,9225,9.129780864117766
gpt2,gpt2-large,redundant_entry,0.8521215319633484,71.22344970703125,0.2108224779367447,0.017247012071311404,0.12490642815828316,205,5.327876168789581
gpt2,gpt2-large,responsive_design,0.8910697102546692,75.53396606445312,0.2131720781326294,0.016305994149297388,0.11133332774043078,35628,10.4809151919697
gpt2,gpt2-large,screen_reader,0.2676010727882385,26.255144119262695,0.0857785493135452,0.003697740426286972,0.045466301217675156,32100,10.376642461280849
gpt2,gpt2-large,section_heading,0.8567976951599121,34.53160858154297,0.0889700874686241,0.022910499479621576,0.0527444019913673,6949,8.846496938558838
gpt2,gpt2-large,semantic_html,0.8258267045021057,80.06816864013672,0.2649281919002533,0.02266840264201156,0.1399126254022121,2595,7.86172707782398
gpt2,gpt2-large,semantic_markup,0.8976704478263855,73.67031860351562,0.2556715309619903,0.01744505288079369,0.16999205052852626,4776,8.471568013389962
gpt2,gpt2-large,sensory_characteristics,0.6112087368965149,59.85529327392578,0.1716624647378921,0.01373019726015625,0.10046925097703929,11206,9.324293862052029
gpt2,gpt2-large,sign_language,0.5761774778366089,88.65164947509766,0.3251070976257324,0.0038989327847957283,0.08118555815890431,113936,11.643400943040573
gpt2,gpt2-large,skip_link,0.5487834215164185,39.18376541137695,0.1234119534492492,0.009751579025760229,0.046522095799446044,662,6.4967749901858625
gpt2,gpt2-large,status_message,0.5491301417350769,51.404685974121094,0.1626065820455551,0.009526484832167609,0.07396958582103248,20367,9.921720320797188
gpt2,gpt2-large,tab_panel,0.6643635630607605,40.03619766235352,0.1287315487861633,0.01595549406483763,0.06544385030865665,3519,8.166216268592143
gpt2,gpt2-large,target_size,0.6685339212417603,35.42866134643555,0.111030600965023,0.010821345634758431,0.07716830670833584,21981,9.997979215628845
gpt2,gpt2-large,text_alternative,0.9284093379974364,74.63398742675781,0.204053059220314,0.014850991033017558,0.11921385750174521,1852,7.52456122628536
gpt2,gpt2-large,text_formatting,0.5996681451797485,94.39395904541016,0.3315832018852234,0.010342083172872637,0.11163715273141854,28514,10.258185543590638
gpt2,gpt2-large,text_spacing,0.5558792948722839,88.04112243652344,0.3053923547267914,0.011253084009513208,0.0946626182645559,615,6.423246963533519
gpt2,gpt2-large,tool_tip,0.6400315761566162,40.88640213012695,0.1282687187194824,0.011388021428137952,0.08065539486706252,17356,9.761751162220882
gpt2,gpt2-large,touch_target,0.5489062666893005,45.072364807128906,0.1553472280502319,0.01412146706134079,0.08586891032755371,1114,7.016609683894219
gpt2,gpt2-large,tree_grid,0.5676666498184204,33.7952880859375,0.111365407705307,0.008801692398264978,0.055785283073782874,865,6.763884908562435
gpt2,gpt2-large,universal_design,0.9214796423912048,56.210880279541016,0.1615449488162994,0.02040987266227596,0.09326351508498186,9030,9.108418382250798
gpt2,gpt2-medium,accessibility_tree,0.8729455471038818,63.05475997924805,0.0954036861658096,0.014076680457219413,0.042038517817854816,1307,7.176254532017144
gpt2,gpt2-medium,accessible_authentication,0.49559485912323,97.63253021240234,0.1362678408622741,0.02040582560002801,0.05975058153271669,3,1.3862943611198906
gpt2,gpt2-medium,accessible_description,0.9528252482414246,74.15472412109375,0.1030303090810775,0.020258276443928417,0.05957325398921961,716,6.57507584059962
gpt2,gpt2-medium,accessible_name,0.9512088298797609,118.32566833496094,0.1764269173145294,0.018991551268845722,0.07271780967712398,1619,7.3901814282264295
gpt2,gpt2-medium,alt_text,0.537163496017456,72.689453125,0.1070123314857482,0.016277548577636435,0.04374847784638399,23306,10.056509023618531
gpt2,gpt2-medium,audio_description,0.9114304184913636,87.90970611572266,0.1202678605914115,0.027644851990044086,0.08069724589586254,4691,8.453614209773367
gpt2,gpt2-medium,character_key,0.747603178024292,122.16461944580078,0.1655867546796798,0.017934971302747633,0.06247930154204363,1974,7.5883236773352225
gpt2,gpt2-medium,closed_captions,0.5026357173919678,248.29347229003903,0.3343361020088196,0.0242235222831368,0.10634917616844172,7942,8.980046316633132
gpt2,gpt2-medium,cognitive_disabilities,0.2967659831047058,51.5975456237793,0.068364568054676,0.010505403345450713,0.036971377208828864,10189,9.229162126216771
gpt2,gpt2-medium,color_contrast,0.7584951519966125,153.92849731445312,0.2032022476196289,0.020326906535774382,0.10693589970469472,20112,9.909121651153221
gpt2,gpt2-medium,combo_box,0.5711329579353333,62.53853225708008,0.0884716883301734,0.014078676467761387,0.0423552986234426,50410,10.827964684213782
gpt2,gpt2-medium,consistent_help,0.8184847831726074,146.31723022460938,0.2181192934513092,0.018340059369802424,0.085139887034893,504,6.22455842927536
gpt2,gpt2-medium,decorative_image,0.7112023830413818,111.70712280273438,0.1570931524038314,0.019239447358995576,0.0791830208152532,749,6.620073206530356
gpt2,gpt2-medium,drag_movement,0.5755608677864075,67.85507202148438,0.0976180508732795,0.017321494594216277,0.049907624721527065,328,5.796057750765372
gpt2,gpt2-medium,error_identification,0.8555208444595337,133.26046752929688,0.2020852118730545,0.029020879976451287,0.12883490398526187,1566,7.356918242356021
gpt2,gpt2-medium,focus_appearance,0.7401226162910461,143.46640014648438,0.2026831805706024,0.027018757443874983,0.06782602518796918,102,4.634728988229636
gpt2,gpt2-medium,focus_indicator,0.3909933865070343,71.92127990722656,0.092895284295082,0.017958901077508787,0.04443533420562738,1261,7.140453043101158
gpt2,gpt2-medium,focus_management,0.5043953657150269,167.4243927001953,0.2122387886047363,0.02010932220146054,0.08825631067156789,989,6.897704943128636
gpt2,gpt2-medium,form_field,0.7958910465240479,40.82865905761719,0.0568704791367054,0.02115180175751436,0.0483933679759502,51864,10.856399467865929
gpt2,gpt2-medium,informative_image,0.9737539887428284,122.90974426269533,0.1767178624868393,0.03406854709610332,0.10755306407809254,520,6.255750041753367
gpt2,gpt2-medium,input_purpose,0.7035983800888062,109.09896087646484,0.1825479865074157,0.02706181677058334,0.0952778570353984,53,3.9889840465642745
gpt2,gpt2-medium,keyboard_interaction,0.722011387348175,87.64832305908203,0.1240638941526413,0.019635354960337192,0.04787606522440906,1073,6.97914527506881
gpt2,gpt2-medium,keyboard_navigation,0.3916394114494324,65.34576416015625,0.086069531738758,0.01226881663314991,0.03622614853084082,8050,8.993551586299981
gpt2,gpt2-medium,landmark_region,0.7136779427528381,104.59556579589844,0.1625080853700637,0.021049418020993433,0.08694706931710237,128,4.859812404361672
gpt2,gpt2-medium,live_region,0.8026874661445618,87.5210189819336,0.1373152285814285,0.03164965519681559,0.08376453369855877,1112,7.014814351275545
gpt2,gpt2-medium,low_vision,0.4256661832332611,115.7423095703125,0.1621981263160705,0.012636100547388089,0.07547056935727595,36811,10.513579157958748
gpt2,gpt2-medium,menu_bar,0.6421412825584412,115.69309997558594,0.1594865620136261,0.022702064923942035,0.06832247041165826,106878,11.579452632439278
gpt2,gpt2-medium,pointer_cancellation,0.5678841471672058,76.71031188964844,0.1115511804819107,0.01649304339662185,0.06175298355519766,2,1.0986122886681098
gpt2,gpt2-medium,radio_group,0.3428462743759155,72.34072875976562,0.0997913256287574,0.01569659425877027,0.04991488642990586,6694,8.809116258125274
gpt2,gpt2-medium,reading_order,0.8039795756340027,109.19351196289062,0.1419219970703125,0.020338096376508435,0.09199850633740421,9225,9.129780864117766
gpt2,gpt2-medium,redundant_entry,0.9258968830108644,72.80786895751953,0.1015026494860649,0.032447306811809434,0.06802164614200587,205,5.327876168789581
gpt2,gpt2-medium,responsive_design,0.5469978451728821,101.21807861328124,0.1340975314378738,0.020075385179370565,0.06942137554287907,35628,10.4809151919697
gpt2,gpt2-medium,screen_reader,0.2926742732524872,46.64336013793945,0.0635154917836189,0.00726153112482274,0.02672299537807698,32100,10.376642461280849
gpt2,gpt2-medium,section_heading,0.5349899530410767,42.47773361206055,0.0578037127852439,0.02191068697720756,0.03557766377925865,6949,8.846496938558838
gpt2,gpt2-medium,semantic_html,0.9486169219017028,177.87249755859375,0.2523875832557678,0.024559001252055155,0.10982621312141413,2595,7.86172707782398
gpt2,gpt2-medium,semantic_markup,0.8190303444862366,150.2702178955078,0.2148275673389434,0.020747717097401544,0.10055280290544026,4776,8.471568013389962
gpt2,gpt2-medium,sensory_characteristics,0.7225548624992371,102.38375091552734,0.1310400664806366,0.014729542424902292,0.05817698501050469,11206,9.324293862052029
gpt2,gpt2-medium,sign_language,0.4629344344139099,181.46969604492188,0.2391830831766128,0.00676981948781752,0.10848346371203657,113936,11.643400943040573
gpt2,gpt2-medium,skip_link,0.3856394290924072,113.26904296875,0.1477029472589492,0.007320340909063747,0.04485091418027874,662,6.4967749901858625
gpt2,gpt2-medium,status_message,0.2462438642978668,63.773399353027344,0.0805970281362533,0.00745951849967237,0.028144830279052218,20367,9.921720320797188
gpt2,gpt2-medium,tab_panel,0.5555541515350342,42.31931686401367,0.0580906122922897,0.011126719834282928,0.02429511956870552,3519,8.166216268592143
gpt2,gpt2-medium,target_size,0.4783454835414886,105.32494354248048,0.1435849517583847,0.016603282792493592,0.059601552411913825,21981,9.997979215628845
gpt2,gpt2-medium,text_alternative,0.8385588526725769,80.61164093017578,0.1122823506593704,0.022383733652531962,0.05204532071948047,1852,7.52456122628536
gpt2,gpt2-medium,text_formatting,0.561479389667511,171.38853454589844,0.2249350845813751,0.01328832376748319,0.09673351012170313,28514,10.258185543590638
gpt2,gpt2-medium,text_spacing,0.4271480441093445,130.38461303710938,0.1768103092908859,0.012906605424359407,0.08921451754868026,615,6.423246963533519
gpt2,gpt2-medium,tool_tip,0.5795392394065857,110.41539764404295,0.1448747515678405,0.015954923676326796,0.0614622756838798,17356,9.761751162220882
gpt2,gpt2-medium,touch_target,0.4722720682621002,50.8801383972168,0.0736733302474021,0.012853362690657304,0.038358155265450423,1114,7.016609683894219
gpt2,gpt2-medium,tree_grid,0.8011134266853333,77.83545684814453,0.1122493222355842,0.016152727324515566,0.04516130872070785,865,6.763884908562435
gpt2,gpt2-medium,universal_design,0.861259400844574,426.2386474609375,0.5799251794815063,0.01769966036081306,0.17626248151063917,9030,9.108418382250798
gpt2,gpt2-xl,accessibility_tree,0.9080129861831664,17.017192840576172,0.045319564640522,0.007231007958762311,0.02986664250493044,1307,7.176254532017144
gpt2,gpt2-xl,accessible_authentication,0.7269918918609619,18.722929000854492,0.0340220928192138,0.0067740693921222745,0.02228500824421638,3,1.3862943611198906
gpt2,gpt2-xl,accessible_description,0.874053955078125,10.396007537841797,0.0311337281018495,0.008334863651543779,0.022494941577315276,716,6.57507584059962
gpt2,gpt2-xl,accessible_name,0.9760223031044006,23.528528213500977,0.0555338598787784,0.006830007815733513,0.03629827499389642,1619,7.3901814282264295
gpt2,gpt2-xl,alt_text,0.5750694870948792,12.772391319274902,0.0396103896200656,0.007495587971061382,0.02425955776125186,23306,10.056509023618531
gpt2,gpt2-xl,audio_description,0.9124338030815125,11.561582565307615,0.0335539132356643,0.008173089148476632,0.0267752263695001,4691,8.453614209773367
gpt2,gpt2-xl,character_key,0.7043693661689758,35.68375015258789,0.0805896818637847,0.007092794706113617,0.030835810303688,1974,7.5883236773352225
gpt2,gpt2-xl,closed_captions,0.4664301872253418,12.939949035644531,0.0417009517550468,0.005973782506771337,0.019289838708937124,7942,8.980046316633132
gpt2,gpt2-xl,cognitive_disabilities,0.3619055151939392,7.147459983825684,0.0117628062143921,0.0038443823345005396,0.00973722934722894,10189,9.229162126216771
gpt2,gpt2-xl,color_contrast,0.8570321202278137,33.12272644042969,0.059441328048706,0.008916168473660882,0.03256487995386118,20112,9.909121651153221
gpt2,gpt2-xl,combo_box,0.7851946353912354,20.12195205688477,0.0680393576622009,0.0058246650267391575,0.025518148951232354,50410,10.827964684213782
gpt2,gpt2-xl,consistent_help,0.872491717338562,49.68742752075195,0.0981336310505867,0.0057972161332144655,0.03607978429645296,504,6.22455842927536
gpt2,gpt2-xl,decorative_image,0.8929536938667297,7.828627109527588,0.0211176984012126,0.00732746259309347,0.01947709880769248,749,6.620073206530356
gpt2,gpt2-xl,drag_movement,0.6939089298248291,12.54660415649414,0.0510800965130329,0.0050271635875104624,0.03233650065958494,328,5.796057750765372
gpt2,gpt2-xl,error_identification,0.9671505093574524,33.553977966308594,0.0724287554621696,0.012798232398927124,0.0412010863423347,1566,7.356918242356021
gpt2,gpt2-xl,focus_appearance,0.8533263802528381,15.115765571594238,0.027094654738903,0.005049441452138089,0.024012181907892182,102,4.634728988229636
gpt2,gpt2-xl,focus_indicator,0.7552106380462646,16.21660041809082,0.0479402765631675,0.0057946084765716785,0.025221844203770123,1261,7.140453043101158
gpt2,gpt2-xl,focus_management,0.8481825590133667,25.660701751708984,0.0395135879516601,0.008368021668866257,0.0266635842621326,989,6.897704943128636
gpt2,gpt2-xl,form_field,0.7698022723197937,24.005678176879883,0.0498688332736492,0.0069074846571311,0.024938981048762764,51864,10.856399467865929
gpt2,gpt2-xl,informative_image,0.9213037490844728,9.317770957946776,0.0350793674588203,0.006428749416954797,0.024882553890347436,520,6.255750041753367
gpt2,gpt2-xl,input_purpose,0.928202748298645,43.417816162109375,0.1036750599741935,0.009379843762144386,0.049178350344300244,53,3.9889840465642745
gpt2,gpt2-xl,keyboard_interaction,0.7416743040084839,37.02499008178711,0.073832631111145,0.0075014009140431165,0.03402479216456408,1073,6.97914527506881
gpt2,gpt2-xl,keyboard_navigation,0.916066825389862,23.941162109375,0.0429985374212265,0.006789366877637741,0.02825912535190578,8050,8.993551586299981
gpt2,gpt2-xl,landmark_region,0.7066043615341187,7.520466327667236,0.0189335271716117,0.004018380492925567,0.01398122608661646,128,4.859812404361672
gpt2,gpt2-xl,live_region,0.8302419185638428,19.154674530029297,0.0375128276646137,0.006257808301597727,0.023710665106773342,1112,7.014814351275545
gpt2,gpt2-xl,low_vision,0.7061114311218262,62.25529098510742,0.1358862966299057,0.004213333525694877,0.03917441647499796,36811,10.513579157958748
gpt2,gpt2-xl,menu_bar,0.7748017311096191,16.620891571044922,0.0315878354012966,0.0065606930525972705,0.02558598853647704,106878,11.579452632439278
gpt2,gpt2-xl,pointer_cancellation,0.6661664843559265,16.848066329956055,0.0342719629406929,0.007553770369850009,0.029529605060815783,2,1.0986122886681098
gpt2,gpt2-xl,radio_group,0.8195327520370483,21.145248413085938,0.0747737810015678,0.0059329009614884345,0.03734263405203816,6694,8.809116258125274
gpt2,gpt2-xl,reading_order,0.8096916079521179,32.25341796875,0.0545697920024395,0.008817357430234485,0.03373674526810642,9225,9.129780864117766
gpt2,gpt2-xl,redundant_entry,0.8404885530471802,12.006274223327637,0.0324531681835651,0.007467766338959235,0.025538326054811416,205,5.327876168789581
gpt2,gpt2-xl,responsive_design,0.8503898978233337,33.62718963623047,0.0557270608842372,0.008720510918647001,0.03477012328803532,35628,10.4809151919697
gpt2,gpt2-xl,screen_reader,0.4121371209621429,6.7025580406188965,0.0125098312273621,0.0033967363531700883,0.00976501898840064,32100,10.376642461280849
gpt2,gpt2-xl,section_heading,0.5963498950004578,9.000826835632324,0.0245774891227483,0.004111546766944149,0.019814376346766898,6949,8.846496938558838
gpt2,gpt2-xl,semantic_html,0.8844845294952393,12.000166893005373,0.0309518743306398,0.009758184663951359,0.02450819872319694,2595,7.86172707782398
gpt2,gpt2-xl,semantic_markup,0.8375649452209473,39.13616180419922,0.0804124400019645,0.006537163164466603,0.0305118085816502,4776,8.471568013389962
gpt2,gpt2-xl,sensory_characteristics,0.8941968083381653,16.016321182250977,0.0482971481978893,0.010734626278281083,0.03267052546143526,11206,9.324293862052029
gpt2,gpt2-xl,sign_language,0.8981185555458069,37.372459411621094,0.0746982544660568,0.0033239566255360733,0.030502430349588345,113936,11.643400943040573
gpt2,gpt2-xl,skip_link,0.7243621349334717,12.351273536682127,0.0302150305360555,0.007360011502169062,0.02358452379703516,662,6.4967749901858625
gpt2,gpt2-xl,status_message,0.651500403881073,10.04392910003662,0.0249519255012273,0.005055927368812207,0.015994546003639643,20367,9.921720320797188
gpt2,gpt2-xl,tab_panel,0.4961578249931335,10.250064849853516,0.0276116672903299,0.004521183623000935,0.017744523473083938,3519,8.166216268592143
gpt2,gpt2-xl,target_size,0.5114675760269165,7.624947547912598,0.0142693417146801,0.0039442145498468735,0.01339702680706974,21981,9.997979215628845
gpt2,gpt2-xl,text_alternative,0.8523783087730408,14.583483695983888,0.026019874960184,0.006805087416432755,0.02465303689241404,1852,7.52456122628536
gpt2,gpt2-xl,text_formatting,0.7924034595489502,39.816802978515625,0.0758150368928909,0.008082492137327764,0.03101491406559938,28514,10.258185543590638
